date,equity
03-01-2022,1000000
03-01-2022,1000000
04-01-2022,1000000
05-01-2022,1000000
06-01-2022,1000000
07-01-2022,1000000
10-01-2022,1000000
11-01-2022,1000000
12-01-2022,1000000
13-01-2022,1000000
14-01-2022,1000000
17-01-2022,1000000
18-01-2022,1000000
19-01-2022,1000000
20-01-2022,1000000
21-01-2022,1000000
24-01-2022,1000000
25-01-2022,1000000
27-01-2022,1000000
28-01-2022,1000000
31-01-2022,1000000
01-02-2022,1000000
02-02-2022,1000000
03-02-2022,1000000
04-02-2022,1000000
07-02-2022,1000000
08-02-2022,1000000
09-02-2022,1000000
10-02-2022,1000000
11-02-2022,1000000
14-02-2022,1000000
15-02-2022,1000000
16-02-2022,1000000
17-02-2022,1000000
18-02-2022,1000000
21-02-2022,1000000
22-02-2022,1000000
23-02-2022,1000000
24-02-2022,1000000
25-02-2022,1000000
28-02-2022,1000000
02-03-2022,1000000
03-03-2022,1000000
04-03-2022,1000000
07-03-2022,1000000
08-03-2022,1000000
09-03-2022,1000000
10-03-2022,1000000
11-03-2022,1000000
14-03-2022,1000000
15-03-2022,1000000
16-03-2022,1000000
17-03-2022,1000000
21-03-2022,1000000
22-03-2022,1000000
23-03-2022,1000000
24-03-2022,1000000
25-03-2022,1000000
28-03-2022,1000000
29-03-2022,1000000
30-03-2022,1000000
31-03-2022,1000000
01-04-2022,1000000
04-04-2022,1000000
05-04-2022,1000000
06-04-2022,1000000
07-04-2022,1000000
08-04-2022,1000000
11-04-2022,1000000
12-04-2022,1000000
13-04-2022,1000000
18-04-2022,1000000
19-04-2022,1000000
20-04-2022,1000000
21-04-2022,1000000
22-04-2022,1000000
25-04-2022,1000000
26-04-2022,1000000
27-04-2022,1000000
28-04-2022,1000000
29-04-2022,1000000
02-05-2022,1000000
04-05-2022,1000000
05-05-2022,1000000
06-05-2022,1000000
09-05-2022,1000000
10-05-2022,1000000
11-05-2022,1000000
12-05-2022,1000000
13-05-2022,1000000
16-05-2022,1000000
17-05-2022,1000000
18-05-2022,1000000
19-05-2022,1000000
20-05-2022,1000000
23-05-2022,1000000
24-05-2022,1000000
25-05-2022,1000000
26-05-2022,1000000
27-05-2022,1000000
30-05-2022,1000000
31-05-2022,1000000
01-06-2022,1000000
02-06-2022,1000000
03-06-2022,1000000
06-06-2022,1000000
07-06-2022,1000000
08-06-2022,1000000
09-06-2022,1000000
10-06-2022,1000000
13-06-2022,1000000
14-06-2022,1000000
15-06-2022,1000000
16-06-2022,1000000
17-06-2022,1000000
20-06-2022,1000000
21-06-2022,1000000
22-06-2022,1000000
23-06-2022,1000000
24-06-2022,1000000
27-06-2022,1000000
28-06-2022,1000000
29-06-2022,1000000
30-06-2022,1000000
01-07-2022,1000000
04-07-2022,1000000
05-07-2022,1000000
06-07-2022,1000000
07-07-2022,1000000
08-07-2022,1000000
11-07-2022,1000000
12-07-2022,1000000
13-07-2022,1000000
14-07-2022,1000000
15-07-2022,1000000
18-07-2022,1000000
19-07-2022,1000000
20-07-2022,1000000
21-07-2022,1000000
22-07-2022,1000000
25-07-2022,1000000
26-07-2022,1000000
27-07-2022,1000000
28-07-2022,1000000
29-07-2022,1000000
01-08-2022,1000000
02-08-2022,1000000
03-08-2022,1000000
04-08-2022,1000000
05-08-2022,1000000
08-08-2022,1000000
10-08-2022,1000000
11-08-2022,1000000
12-08-2022,1000000
16-08-2022,1000000
17-08-2022,1000000
18-08-2022,1000000
19-08-2022,1000000
22-08-2022,1000000
23-08-2022,1000000
24-08-2022,1000000
25-08-2022,1000000
26-08-2022,1000000
29-08-2022,1000000
30-08-2022,1000000
01-09-2022,1000000
02-09-2022,1000000
05-09-2022,1000000
06-09-2022,1000000
07-09-2022,1000000
08-09-2022,1000000
09-09-2022,1000000
12-09-2022,1000000
13-09-2022,1000000
14-09-2022,1000000
15-09-2022,1000000
16-09-2022,1000000
19-09-2022,1000000
20-09-2022,1000000
21-09-2022,1000000
22-09-2022,1000000
23-09-2022,1000000
26-09-2022,1000000
27-09-2022,1000000
28-09-2022,1000000
29-09-2022,1000000
30-09-2022,1000000
03-10-2022,1000000
04-10-2022,1000000
06-10-2022,1000000
07-10-2022,1000000
10-10-2022,1000000
11-10-2022,1000000
12-10-2022,1000000
13-10-2022,1000000
14-10-2022,1000000
17-10-2022,1000000
18-10-2022,1000000
19-10-2022,1000000
20-10-2022,1000000
21-10-2022,1000000
24-10-2022,1000000
25-10-2022,1000000
27-10-2022,1000000
28-10-2022,1000000
31-10-2022,1000000
01-11-2022,1000000
02-11-2022,1000000
03-11-2022,1000000
04-11-2022,1000000
07-11-2022,1000000
09-11-2022,1000000
10-11-2022,1000000
11-11-2022,1000000
14-11-2022,1000000
15-11-2022,1000000
16-11-2022,1000000
17-11-2022,1000000
18-11-2022,1000000
21-11-2022,1000000
22-11-2022,1000000
23-11-2022,1000000
24-11-2022,1000000
25-11-2022,1000000
28-11-2022,1000000
29-11-2022,1000000
30-11-2022,1000000
01-12-2022,1000000
02-12-2022,1000000
05-12-2022,1000000
06-12-2022,1000000
07-12-2022,1000000
08-12-2022,1000000
09-12-2022,1000000
12-12-2022,1000000
13-12-2022,1000000
14-12-2022,1000000
15-12-2022,1000000
16-12-2022,1000000
19-12-2022,1000000
20-12-2022,1000000
21-12-2022,1000000
22-12-2022,1000000
23-12-2022,1000000
26-12-2022,1000000
27-12-2022,1000000
28-12-2022,1000000
29-12-2022,1000000
30-12-2022,1000000
02-01-2023,1000000
03-01-2023,1000000
04-01-2023,1000000
05-01-2023,1000000
06-01-2023,1000000
09-01-2023,1000000
10-01-2023,1000000
11-01-2023,1000000
12-01-2023,1000000
13-01-2023,1000000
16-01-2023,1000000
17-01-2023,1000000
18-01-2023,1000000
19-01-2023,1000000
20-01-2023,1000000
23-01-2023,1000000
24-01-2023,1000000
25-01-2023,1000000
27-01-2023,1000000
30-01-2023,1000000
31-01-2023,1000000
01-02-2023,1000000
02-02-2023,1000000
03-02-2023,1000000
06-02-2023,1000000
07-02-2023,1000000
08-02-2023,1000000
09-02-2023,1000000
10-02-2023,1000000
13-02-2023,1000000
14-02-2023,1000000
15-02-2023,1000000
16-02-2023,1000000
17-02-2023,1000000
20-02-2023,1000000
21-02-2023,1000000
22-02-2023,1000000
23-02-2023,1000000
24-02-2023,1000000
27-02-2023,1000000
28-02-2023,1000000
01-03-2023,1000000
02-03-2023,1000000
03-03-2023,1000000
06-03-2023,1000000
08-03-2023,1000000
09-03-2023,1000000
10-03-2023,1000000
13-03-2023,1000000
14-03-2023,1000000
15-03-2023,1000000
16-03-2023,1000000
17-03-2023,1000000
20-03-2023,1000000
21-03-2023,1000000
22-03-2023,1000000
23-03-2023,1000000
24-03-2023,1000000
27-03-2023,1000000
28-03-2023,1000000
29-03-2023,1000000
31-03-2023,1000000
03-04-2023,1000000
05-04-2023,1000000
06-04-2023,1000000
10-04-2023,1000000
11-04-2023,999534.1
12-04-2023,1002434.9
13-04-2023,1006148.1
17-04-2023,1006091.2
18-04-2023,1008523.6
19-04-2023,1012503.9
20-04-2023,1008773.4
21-04-2023,1001347.3
24-04-2023,1007533.25
25-04-2023,1011137.25
26-04-2023,1015310.2
27-04-2023,1028494.3
28-04-2023,1038087.7
02-05-2023,1040754.7
03-05-2023,1039729.25
04-05-2023,1035481.15
05-05-2023,1033090.25
08-05-2023,1040712.65
09-05-2023,1032122.5
10-05-2023,1039902.9
11-05-2023,1043323.65
12-05-2023,1042120.15
15-05-2023,1052013.1
16-05-2023,1055487.65
17-05-2023,1052234.55
18-05-2023,1047960.75
19-05-2023,1054633.15
22-05-2023,1053804.25
23-05-2023,1053872.2
24-05-2023,1055027.35
25-05-2023,1058654.15
26-05-2023,1059460.45
29-05-2023,1062273.85
30-05-2023,1060782.6
31-05-2023,1055521.85
01-06-2023,1058934.35
02-06-2023,1054922.55
05-06-2023,1057374.05
06-06-2023,1064746.15
07-06-2023,1083037.65
08-06-2023,1078974.5
09-06-2023,1077620.8
12-06-2023,1089772.1
13-06-2023,1090869.8
14-06-2023,1084607.4
15-06-2023,1083599.75
16-06-2023,1086245.55
19-06-2023,1085028.85
20-06-2023,1089179.65
21-06-2023,1094982.75
22-06-2023,1089668.05
23-06-2023,1082178.65
26-06-2023,1088024.5
27-06-2023,1085742.3
28-06-2023,1089037.45
30-06-2023,1097622.45
03-07-2023,1099875.6
04-07-2023,1109175.1
05-07-2023,1114915.05
06-07-2023,1118856.5
07-07-2023,1115995.1
10-07-2023,1119117.05
11-07-2023,1127450.55
12-07-2023,1126554.5
13-07-2023,1123039.3
14-07-2023,1131730.4
17-07-2023,1137465.75
18-07-2023,1136210.75
19-07-2023,1135980.75
20-07-2023,1135120.75
21-07-2023,1134750.75
24-07-2023,1133885.75
25-07-2023,1133920.75
26-07-2023,1134320.75
27-07-2023,1135845.75
28-07-2023,1135910.75
31-07-2023,1135290.75
01-08-2023,1137575.94
02-08-2023,1131363.83
03-08-2023,1135256.93
04-08-2023,1136999.39
07-08-2023,1139123.87
08-08-2023,1138214.07
09-08-2023,1139372.65
10-08-2023,1154142.37
11-08-2023,1152244.57
14-08-2023,1149039.27
16-08-2023,1150672.77
17-08-2023,1150077.87
18-08-2023,1148627.37
21-08-2023,1149314.97
22-08-2023,1149321.57
23-08-2023,1148576.97
24-08-2023,1149071.07
25-08-2023,1147811.97
28-08-2023,1148514.87
29-08-2023,1146522.67
30-08-2023,1145211.87
31-08-2023,1140205.57
01-09-2023,1142407.17
04-09-2023,1148201.77
05-09-2023,1150233.77
06-09-2023,1158970.97
07-09-2023,1160910.17
08-09-2023,1158384.37
11-09-2023,1154171.77
12-09-2023,1142555.21
13-09-2023,1147166.77
